,Property Address,Property Area,Property Type,Property Link,Image Links,Property Description,Key Features,Agent Names,Agent Mails,Agent Contacts,Property File Link
10,"Unit 1, Click Aylesford, Springett Close, Eccles, Aylesford, Kent, ME20 7SN","47,168 Sq Ft (4,381.91 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2041/Unit-1-Click-Aylesford-Springett-Close-Eccles-Aylesford-Kent-ME20-7SN-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9642_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9639_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9638_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9190_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9641_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9640_web.jpg,"TO LET - GRADE A WAREHOUSE / INDUSTRIAL UNITS - AVAILABLE Q1 2024. Click Aylesford is a 20 acre site adjacent to Junction 5 of the M20. The site is situated in a key location, being just 16 miles away from Junction 3 of the M25. The site is close to local amenities, including South Aylesford Retail Park and is only a short drive from Aylesford railway station.",4 dock levellers;2 level access doors;PV roof panels;Up to 12m eaves height;Power 450KVA;Yard depth of 40m;20% EV charging points;54 parking spaces,STEVE RICHMOND;TOM BOOKER,mailto:stephen.richmond@altusgroup.com;mailto:tom.booker@altusgroup.com,tel:07771 900682;tel:07584 237141,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7563_2elbc4va6m388f80&filename=Aylesford%20-%20Click-Aylesford-brochure-full.pdf
11,"Flagship House, Victory Way, Crossways Business Park, Dartford, Kent, DA2 6QD","8,705 Sq Ft (808.69 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2128/Flagship-House-Victory-Way-Crossways-Business-Park-Dartford-Kent-DA2-6QD-Office-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9635_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9636_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9631_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9634_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9633_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9632_web.jpg,"TO LET - FIRST FLOOR OFFICE SUITE WITH AIR CONDITIONING & EXCELLENT CAR PARKING. Flagship House is strategically located in a prominent position on Crossways Business Park, just off junction 1 of the M25 and close to Bluewater shopping centre and Ebbsfleet International rail station.",Cat B fitted out office space ready to let;Cat 6 wiring;4 pipe fan coil air-conditioning;Passenger lifts;Manned reception;24 hour access;Male and female WC facilities;Suspended ceiling with lighting;Full access raised floors;Excellent parking & EV charging points,STEVE RICHMOND;STEWART SMITH,mailto:stephen.richmond@altusgroup.com;mailto:stewart.smith@altusgroup.com,tel:07771 900682;tel:07841460308,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7560_4tvxv1v36r49pwoa&filename=Dartford%20-%20Flagship%20House.pdf
12,"Arc Leatherhead, The Office Park, Springfield Drive, Leatherhead, Surrey, KT22 7LP","8,362 - 25,422 Sq Ft (776.83 - 2,361.7 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2127/Arc-Leatherhead-The-Office-Park-Springfield-Drive-Leatherhead-Surrey-KT22-7LP-Office-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9628_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9626_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9630_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9627_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9629_web.jpg,"TO LET - NEWLY REFURBISHED GRADE A HEADQUARTERS OFFICE BUILDING ON PREMIER OFFICE PARK. Leatherhead is situated within the affluent county of Surrey and provides an excellent location for business attracting multi-national occupiers including Unilever plc, ExxonMobil, Wates Group and KBR.","New VRF air conditioning system;New LED lighting with daylight sensors and PIR;New metal tile suspended ceilings, Raised access floor;New remodelled reception area with coffee station;New revolving doors to main entrance;New WCs with high quality contemporary fittings;New landscaping to feature central courtyard area with seating;Car parking ratio of 1230 /75 spaces, Electric car charging points;Showers and changing/drying area with lockers;New cover cycle storage",TIM HODGES;HARVEY ARROWSMITH,mailto:tim.hodges@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243 328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7559_d2m77ljqanvbg47t&filename=Leatherhead%20-%20Arc.pdf
13,"First Floor, Pathtrace House, High Street, Banstead, Surrey, SM7 2NL","3,169 Sq Ft (294.4 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2126/First-Floor-Pathtrace-House-High-Street-Banstead-Surrey-SM7-2NL-Office-,https://altuscrm.agencypilot.com/crm/store/property/320+9623_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9621_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9622_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9624_web.jpg,"TO LET - FIRST FLOOR TOWN CENTRE OFFICES, With gated parking and shared roof terrace. Pathtrace House occupiers a central location on Banstead High Street, adjacent to Fego Café and in close proximity to Waitrose. This affluent and popular Surrey town is located approximately 3 miles from Epsom and Sutton. Banstead High Street is easily accessible from the A217 Brighton Road and within approximately 5.5 miles of Junction 8 of the M25. The High Street benefits from a strong restaurant/café and retail.",Open plan accommodation;Door entry system;Flat panel LED lights;Suspended ceilings;Perimeter trunking;Heating & cooling system;8 Person passenger lift;Outdoor terrace;WC facilities;Secure allocated car parking,TIM HODGES;HARVEY ARROWSMITH;MORGAN PEREZ,mailto:tim.hodges@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com;mailto:morganperez@centro.plc.uk,tel:01737 243 328;tel:01737 243328;tel:020 8401 1000,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7558_wi16a1ezk471b03p&filename=Banstead%20-%20Pathtrace%20House.pdf
14,"Unit B, Circular 13, Gascoigne Road, Barking, Essex, IG11 7HP","98,544 Sq Ft (9,154.74 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2125/Unit-B-Circular-13-Gascoigne-Road-Barking-Essex-IG11-7HP-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9616_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9617_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9620_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9619_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9618_web.jpg,"TO LET - EXTENSIVELY REFURBISHED PRIME URBAN LOGISTICS WAREHOUSE. Circular 13 is located on Gascoigne Road, immediately to the north of Alfreds Way (A13). The A13 offers direct access to East London / Essex including Rainham, Purfleet and Basildon. The westbound carriageway of the A13 is accessed via the A406 roundabout providing direct access into Central London. The property is located approximately 0.7 miles south of Barking and 2.6 miles north of Beckton. In terms of rail connectivity, the unit is ideally located within 1 mile of Barking Station, a half an hour commute to Central on the District Line.",Minimum clear height of 10.3m;11.4m to the apex;Up to 35m yard depth;45 staff and visitor parking spaces;7 electrically operated dock level access doors;6 electronically operated level access doors;Secure yards on two elevations;Newly refurbished warehouse;Two storey office accommodation,STEVE RICHMOND;RICHARD HARMAN;FREDDIE JOHN,mailto:stephen.richmond@altusgroup.com;mailto:richard.harman@dtre.eu;mailto:fjohn@geraldeve.com,tel:07771 900682;tel:020 3328 9080;tel:020 7333 6380,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7555_3p9n6b4aedpyf9ww&filename=Barking%20-%20Circular%2013.pdf
15,"Forum House, 41-51 Brighton Road, Redhill, Surrey, RH1 6YS","1,611 Sq Ft (149.66 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/530/Forum-House-41-51-Brighton-Road-Redhill-Surrey-RH1-6YS-Office-,https://altuscrm.agencypilot.com/crm/store/property/320+6195_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+1489_web.jpg,"TO LET - HIGH QUALITY THIRD FLOOR REFURBISHED TOWN CENTRE OFFICES WITH BALCONY. Forum House is prominently situated on the A23 in Redhill town centre, with good access to Gatwick Airport (6 miles) and M25 (J8 3 miles). The property is a short walk from all town centre amenities and Redhill train station, which has direct links to London Victoria, London Bridge and Gatwick Airport.","Open plan, column free offices;New VRF heating and cooling;Raised floors, Suspended ceilings;Refurbished reception and common parts;Newly refurbished WCs;DDA compliant refurbished lift cars (2 x 8 person lifts);Car parking ratio 1:336 sq ft;EPC rating - Third floor C58;Bike store;Communal shower",TIM HODGES;HARVEY ARROWSMITH,mailto:tim.hodges@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243 328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7553_q939qbb3c77405vs&filename=Brochure%20-%20Forum%20House%2C%20Redhill%20-%20CURRENT.pdf
16,"Highland Suite, Great Hollanden Business Centre, Mill Lane, Underriver, Sevenoaks, Kent, TN15 0SQ","1,512 Sq Ft (140.46 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2124/Highland-Suite-Great-Hollanden-Business-Centre-Mill-Lane-Underriver-Sevenoaks-Kent-TN15-0SQ-Office-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9610_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9608_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9607_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9609_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9611_web.jpg,"TO LET - SELF CONTAINED OFFICE SUITE. Great Hollanden Business Centre comprises of 13 self contained office units and has been created from part of the Great Hollanden Farm complex. It is situated in a rural, yet easily accessible position on the eastern side of Mill Lane about 1 mile from the B245 linking Hildenborough with north Tonbridge, the A21 and Sevenoaks. Hildenborough train station is about 1.5 miles distant. Access to the dual carriageway A21 at Morley's roundabout is some 2.5 miles linking with the M25 Junction 5, a further 4.5 miles distant.",Part air conditioning;Fully carpeted;Sealed timber double glazing;Separate WCs;Exposed roof timbers and beams;Ample car parking in private car park;Direct ultra fast fibre internet connection;Kitchenette,TOM BOOKER,mailto:tom.booker@altusgroup.com,tel:07584 237141,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7549_3wl03469mquarj03&filename=Sevenoaks%20-%20Highland%20Suite%2C%20Great%20Hollanden%20Business%20Park.pdf
17,"Imperial House, Redlands, Coulsdon, Surrey, CR5 2HT","10,000 Sq Ft (929 Sq M)",FOR SALE,https://propertysearch.altusgroup.com/property/details/2123/Imperial-House-Redlands-Coulsdon-Surrey-CR5-2HT-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9604_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9603_web.jpg,INDUSTRIAL / WAREHOUSE UNIT - FOR SALE. The property comprises a self contained building on a site of 0.376 acres over ground and two upper floors of offices with a basement. The property has been used for many years for the wholesale supply and preparation of fish and associated products for the leisure sector and is fitted out with chilled and refrigerated areas along with wash down areas. At first and second floors there are some cellular and open plan office areas.,,ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7551_jp768vifauw23b7b&filename=Details%20-%20Imperial%20House%2C%20Coulsdon.pdf
18,"Unit 9, Axiom, Orbital Park, Hall Avenue, Ashford, Kent, TN24 0GN","2,974 Sq Ft (276.28 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2122/Unit-9-Axiom-Orbital-Park-Hall-Avenue-Ashford-Kent-TN24-0GN-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9601_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9602_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9600_web.jpg,TO LET - TRADE/INDUSTRIAL/WAREHOUSE. Axiom is situated on the well established Orbital Park adjacent to Ashford Trade Centre. Junction 10 of the M20 is less than a mile away and provides direct access to the M25 and national motorway network north towards London and south to the Channel Tunnel and Ports. Ashford International passenger station provides high speed links respectively to London St Pancras and the continent.,Located less than a mile from Junction 10 of the M20;Established trade and industrial location;8m clear internal height;Level loading access door;Generous car/van parking,STEWART SMITH;STEVE RICHMOND,mailto:stewart.smith@altusgroup.com;mailto:stephen.richmond@altusgroup.com,tel:07841460308;tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7543_hhj20650d8m1j0zp&filename=Ashford%20-%20Axiom%20Unit%209%20Orbital%20Park.pdf
19,"Unit 19 Schooner Park, Crossways Business Park, Dartford, Kent, DA2 6NW","3,985 Sq Ft (370.21 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2121/Unit-19-Schooner-Park-Crossways-Business-Park-Dartford-Kent-DA2-6NW-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9598_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9594_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9597_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9599_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9595_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9596_web.jpg,"TO LET - MODERN INDUSTRIAL/WAREHOUSE UNIT. Schooner Park is located on Crossways Business Park at Junction 1a of the M25, close to Bluewater Shopping Centre and Ebbsfleet regeneration project. The Park has excellent public transport facilities with the Fast Track bus route linking Dartford to Gravesend via Crossways. It also has two railway stations - Greenhithe and Stone Crossing - on the Gillingham to London line (approximately 40 minutes to Central London). Ebbsfleet International station is approximately 3 miles to the east (17 minutes to Central London).",EV charging points;First floor offices;External loading and parking areas;3 phase electric supply;Level access loading door,STEWART SMITH,mailto:stewart.smith@altusgroup.com,tel:07841460308,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7541_guqw8ksxcbj194zf&filename=Dartford%20-%20Unit%2019%20Schooner%20Crossways.pdf
20,"Unit 17, Barwell Business Park, Leatherhead Road, Chessington, Surrey, KT9 2NY","1,250 Sq Ft (116.13 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2120/Unit-17-Barwell-Business-Park-Leatherhead-Road-Chessington-Surrey-KT9-2NY-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9588_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9589_web.jpg,"TO LET END OF TERRACE WAREHOUSE/INDUSTRIAL UNIT. FULLY REFURBISHED. Unit 17 comprises an end of terrace industrial/warehouse unit, newly refurbished to a high standard, which benefits from.",Steel portal frame construction;Clear height of 3.25m to underside of haunch and 4.18m to apex;One roller shutter loading door leading to front service yard;2 allocated car spaces;2 allocated car spaces;3 phase electricity;LED lighting to warehouse area;Tea preparation area;UPVC double glazing;24 hour security with barrier controlled access,ROBERT BRADLEY-SMITH;SALLY HOLLEY;JONATHAN HILLMAN;HARVEY ARROWSMITH,mailto:robert.bradley-smith@altusgroup.com;mailto:sally.holley@bridgerbell.com;mailto:jonathan.hillman@bridgerbell.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243328;tel:01372 730004;tel:01372 730011;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7540_82s3i5743f17lu2n&filename=Brochure%20-%20Barwell%20Business%20Park%20-%20Unit%2017.pdf
21,"Unit 23, Barwell Business Park, Leatherhead Road, Chessington, Surrey, KT9 2NY","5,550 Sq Ft (515.6 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2119/Unit-23-Barwell-Business-Park-Leatherhead-Road-Chessington-Surrey-KT9-2NY-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9584_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9583_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9586_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9585_web.jpg,"TO LET - INDUSTRIAL / WAREHOUSE UNIT. Unit 23 comprises a mid-terrace prominent warehouse / industrial unit offering steel portal frame construction, minimum height of 4.4m to the underside of the haunch rising to 5.96m to the apex, roller shutter loading door and 3 phase electricity.",Steel portal frame construction;Minimum height of 4.4m to the underside of haunch rising to 5.96m to the apex;1 roller shutter loading door leading to front service yard;3 allocated car parking spaces;3 phase electricity,ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH;JONATHAN HILLMAN;SALLY HOLLEY,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com;mailto:jonathan.hillman@bridgerbell.com;mailto:sally.holley@bridgerbell.com,tel:01737 243328;tel:01737 243328;tel:01372 730011;tel:01372 730004,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7539_048p8sk3h17764p4&filename=Brochure%20-%20Barwell%20Business%20Park%20-%20Unit%2023.pdf
22,"Unit 15 North Downs Business Park, Limepit Lane, Dunton Green, Sevenoaks, Kent, TN13 2TL","8,780 Sq Ft (815.66 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2118/Unit-15-North-Downs-Business-Park-Limepit-Lane-Dunton-Green-Sevenoaks-Kent-TN13-2TL-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9577_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9579_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9578_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9581_web.jpg,"TO LET - MODERN WAREHOUSE / INDUSTRIAL UNIT. North Downs Business Park is situated on Lime Pit Lane to the north of Dunton Green, accessed off Polhill (A224) via Starhill Road. The location offers a well managed, secure and spacious business estate with easy access to the M25 from both J4 and J5 offering options travelling both north and south. Sevenoaks town centre is approximately 3 miles to the south providing a wide variety of quality local amenity and there's a local Tesco Superstore less than 2 miles through Dunton Green. The principal railway station is Sevenoaks on the South Eastern mainline to London Charing Cross and Blackfriars but only 1.7 miles from North Downs is Dunton Green with services to Charing Cross and Cannon Street with the additional option of Otford station serving Victoria 2.6 miles to the east and Knockholt station 3.8 miles to the north.",7.66m eaves height;Full height roller shutter door;LED lighting throughout;Secure gated estate with CCTV / 24 hour security;Generous loading / car parking;Separate WCs including disabled;Fibre optic internet connection;Heating and air-conditioning in offices;Shower facilities;Kitchen,TOM BOOKER;STEVE RICHMOND,mailto:tom.booker@altusgroup.com;mailto:stephen.richmond@altusgroup.com,tel:07584 237141;tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7538_0qz55vxu4e5p0u79&filename=Sevenoaks%20-%2015%20North%20Downs%20Business%20Park.pdf
23,"Unit 8 North Downs Business Park, Limepit Lane, Dunton Green, Sevenoaks, Kent, TN13 2TL","9,746 Sq Ft (905.4 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2117/Unit-8-North-Downs-Business-Park-Limepit-Lane-Dunton-Green-Sevenoaks-Kent-TN13-2TL-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9574_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9576_web.jpg,"TO LET - MODERN WAREHOUSE / INDUSTRIAL UNIT plus additional storage mezzanine of 838 sq ft (77.85 sq m). North Downs Business Park is situated on Lime Pit Lane to the north of Dunton Green, accessed off Polhill (A224) via Starhill Road. The location offers a well managed, secure and spacious business estate with easy access to the M25 from both J4 and J5 offering options travelling both north and south. Sevenoaks town centre is approximately 3 miles to the south providing a wide variety of quality local amenity and there's a local Tesco Superstore less than 2 miles through Dunton Green. The principal railway station is Sevenoaks on the South Eastern mainline to London Charing Cross and Blackfriars but only 1.7 miles from North Downs is Dunton Green with services to Charing Cross and Cannon Street with the additional option of Otford station serving Victoria 2.6 miles to the east and Knockholt station 3.8 miles to the north.",6.15m eaves rising to 7.58m;Lighting throughout;Kitchenette;Ground and first floor offices;Full height roller shutter doors;24 hour security / CCTV;Dedicated parking and yard area;Storage mezzanine;Fibre optic internet connection;3 phase power supply with a capacity of circa 450 KVA,TOM BOOKER;STEVE RICHMOND,mailto:tom.booker@altusgroup.com;mailto:stephen.richmond@altusgroup.com,tel:07584 237141;tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7554_jkftdvr239j9r5ft&filename=Sevenoaks%20-%208%20North%20Downs%20Business%20Park.pdf
24,"Second Floor, Leo House, Railway Approach, Wallington, Surrey, SM6 0DX","7,615 Sq Ft (707.43 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2116/Second-Floor-Leo-House-Railway-Approach-Wallington-Surrey-SM6-0DX-Office-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9572_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9573_web.jpg,TOWN CENTRE OFFICES WITH PARKING - TO LET. Leo House provides well proportioned office accommodation with open plan floorplates capable of adapting to an occupier's workspace requirements.,To be newly refurbished;Excellent parking - 20 spaces (1:381 sq ft);Open plan floorplate with excellent natural light;Raised access floor;Suspended ceilings;Air Conditioning;2 x 8 person passenger lifts;Male and female WCs;Excellent Rail and bus transport links from the property,TIM HODGES;MATT WALTERS,mailto:tim.hodges@altusgroup.com;mailto:matt.walters@altusgroup.com,tel:01737 243 328;tel:01737 243 328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7535_wmk8b8hb636533t9&filename=Details%20-%20Leo%20House%2C%20Wallington.pdf
25,"Unit 1, Access 4 20, Bellingham Way, Aylesford, Kent, ME20 7HP","4,677 Sq Ft (434.49 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2115/Unit-1-Access-4-20-Bellingham-Way-Aylesford-Kent-ME20-7HP-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9563_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9564_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9562_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9565_web.jpg,"TO LET - MODERN WAREHOUSE/INDUSTRIAL UNIT. The property is situated on New Hythe Business Park, the dominant industrial location in Aylesford. The unit is prominently located at the entrance to the Access 4:20 scheme directly off Bellingham Way. Junction 4 of the M20 is approximately 1.5 miles from the site and can be access via Leybourne Way and Castle Way. Aylesford is a major commercial centre located in Kent and benefits from excellent communication links via Junction 4 of the M20 (1.5 miles to the east) and Junctions 3 and 5 of the M25 (14 miles each). London Gatwick and London City International Airports are located approximately 34 miles and 35 miles respectively from Aylesford.",Lighting throughout;1 Full height loading door;6.9m eaves;3 phase power supply;Excellent road links;Profile to Bellingham Way;Dedicated self-contained yard/parking area;First floor offices,TOM BOOKER;CHRIS BIRCH,mailto:tom.booker@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07584 237141;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7530_76pd57qj646yotg4&filename=Aylesford%20-%20Access%204%2020%20Unit%201.pdf
26,"Unit 67 Crayford Industrial Estate, Swaisland Drive, Crayford, Dartford, Kent, DA1 4HS","5,800 Sq Ft (538.82 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2114/Unit-67-Crayford-Industrial-Estate-Swaisland-Drive-Crayford-Dartford-Kent-DA1-4HS-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9560_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9559_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9561_web.jpg,"TO LET - DETACHED INDUSTRIAL UNIT. Swaisland Drive is located in Crayford town centre close to the mainline station which provides regular services into London Bridge, Cannon Street and Charing Cross stations. The unit is adjacent to the Tower Retail Park whose occupiers include Boots, Currys PC World, McDonalds and Hobbycraft. The location provides speedy access to Junction 2 of the M25 approximately 3 miles to the east.",2 electrically operated up and over shutter doors;3 phase power;5.1m clear internal eaves height;Parking to the front of the unit;LED lighting throughout;Toilet;Secure yard available to let separately,CHRIS BIRCH,mailto:chris.birch@altusgroup.com,tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7526_x4x045nkl27z012e&filename=Crayford%20-%2067%20Swaisland%20Drive.pdf
27,"Unit 4, Orchard Business Centre, Bonehurst Road, Salfords, Redhill, Surrey, RH1 5EL","5,058 Sq Ft (469.89 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2113/Unit-4-Orchard-Business-Centre-Bonehurst-Road-Salfords-Redhill-Surrey-RH1-5EL-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9551_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9552_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9550_web.jpg,"INDUSTRIAL / WAREHOUSE UNIT - TO LET. The property is a modern steel framed terraced unit with ground and first floor offices. Nearby occupiers include Selco, DHL, Tradeteam, Howdens and Amazon.",To be refurbished;Loading door;On-site parking;Approx. eaves height of 6.1m;Ground and first floor offices,ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7521_18iph8l8e2j6suy7&filename=Details%20-%20Unit%204%20Orchard%20Business%20Centre.pdf
